strain	gisaid_epi_isl	genbank_accession	submitting_lab	authors	originating_lab	url
Sweden/20-53859/2020	EPI_ISL_788989		The Public Health Agency of Sweden	Department of Microbiology et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/20-53883/2020	EPI_ISL_788990		The Public Health Agency of Sweden	Department of Microbiology et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/20-53919/2020	EPI_ISL_766697		The Public Health Agency of Sweden	Department of Microbiology et al	Klinisk mikrobiologi, bakteriologi	https://www.gisaid.org
Sweden/20-53933/2020	EPI_ISL_913274		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-00106/2021	EPI_ISL_913267		The Public Health Agency of Sweden	Anna-Malin Linde et al	The Public Health Agency of Sweden	https://www.gisaid.org
Sweden/21-00278/2020	EPI_ISL_913269		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-00375/2021	EPI_ISL_913258		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-20001/2021	EPI_ISL_1008401		The Public Health Agency of Sweden	Anna-Malin Linde et al	A05 Diagnostics	https://www.gisaid.org
Sweden/21-20003/2021	EPI_ISL_1008403		The Public Health Agency of Sweden	Anna-Malin Linde et al	A05 Diagnostics	https://www.gisaid.org
Sweden/21-20029/2021	EPI_ISL_1008409		The Public Health Agency of Sweden	Anna-Malin Linde et al	A05 Diagnostics	https://www.gisaid.org
Sweden/21-20030/2020	EPI_ISL_1008410		The Public Health Agency of Sweden	Anna-Malin Linde et al	A05 Diagnostics	https://www.gisaid.org
Sweden/21-20031/2020	EPI_ISL_1008411		The Public Health Agency of Sweden	Anna-Malin Linde et al	A05 Diagnostics	https://www.gisaid.org
Sweden/21-20387/2021	EPI_ISL_1008413		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-20540/2021	EPI_ISL_1008535		The Public Health Agency of Sweden	Anna-Malin Linde et al	A05 diagnostics	https://www.gisaid.org
Sweden/21-20541/2021	EPI_ISL_1008536		The Public Health Agency of Sweden	Anna-Malin Linde et al	A05 diagnostics	https://www.gisaid.org
Sweden/21-20567/2021	EPI_ISL_1190873		The Public Health Agency of Sweden	Anna-Malin Linde et al	NPC	https://www.gisaid.org
Sweden/21-20573/2021	EPI_ISL_1190876		The Public Health Agency of Sweden	Anna-Malin Linde et al	NPC	https://www.gisaid.org
Sweden/21-50040/2020	EPI_ISL_913450		The Public Health Agency of Sweden	Anna-Malin Linde et al	Unilabs AB Skovde	https://www.gisaid.org
Sweden/21-50071/2021	EPI_ISL_913275		The Public Health Agency of Sweden	Anna-Malin Linde et al	Dynamic Code AB	https://www.gisaid.org
Sweden/21-50094/2021	EPI_ISL_831943		The Public Health Agency of Sweden	Department of Microbiology et al	Unilabs, Mikrobiologiska laboratoriet	https://www.gisaid.org
Sweden/21-50115/2020	EPI_ISL_913460		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50117/2021	EPI_ISL_913268		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50131/2021	EPI_ISL_831942		The Public Health Agency of Sweden	Department of Microbiology et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50149/2021	EPI_ISL_913256		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50153/2021	EPI_ISL_913257		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50187/2021	EPI_ISL_913259		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50214/2021	EPI_ISL_913260		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50218/2021	EPI_ISL_913261		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50220/2021	EPI_ISL_913262		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50234/2021	EPI_ISL_913263		The Public Health Agency of Sweden	Anna-Malin Linde et al	The Public Health Agency of Sweden	https://www.gisaid.org
Sweden/21-50238/2021	EPI_ISL_913272		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50239/2021	EPI_ISL_913273		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50240/2021	EPI_ISL_913264		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50241/2021	EPI_ISL_913265		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50282/2021	EPI_ISL_913266		The Public Health Agency of Sweden	Anna-Malin Linde et al	Unilabs AB Skovde	https://www.gisaid.org
Sweden/21-50283/2021	EPI_ISL_913455		The Public Health Agency of Sweden	Anna-Malin Linde et al	Unilabs AB Skovde	https://www.gisaid.org
Sweden/21-50326/2020	EPI_ISL_934359		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50336/2021	EPI_ISL_934366		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50347/2021	EPI_ISL_934370		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50353/2021	EPI_ISL_934373		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50358/2021	EPI_ISL_913456		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50359/2021	EPI_ISL_934375		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50367/2021	EPI_ISL_934378		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50374/2021	EPI_ISL_934379		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50379/2021	EPI_ISL_913459		The Public Health Agency of Sweden	Anna-Malin Linde et al	Dynamic Code AB	https://www.gisaid.org
Sweden/21-50385/2021	EPI_ISL_913457		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50389/2021	EPI_ISL_934381		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50390/2021	EPI_ISL_934382		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50399/2021	EPI_ISL_934397		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50404/2021	EPI_ISL_934399		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50442/2021	EPI_ISL_934393		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk Mikrobiologi	https://www.gisaid.org
Sweden/21-50520/2021	EPI_ISL_1008450		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50544/2021	EPI_ISL_1008453		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50550/2021	EPI_ISL_1008454		The Public Health Agency of Sweden	Anna-Malin Linde et al	Synlab Medilab, Mikrobiologi	https://www.gisaid.org
Sweden/21-50619/2021	EPI_ISL_1190858		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk Mikrobiologi	https://www.gisaid.org
Sweden/21-50620/2021	EPI_ISL_1190859		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk Mikrobiologi	https://www.gisaid.org
Sweden/21-50621/2021	EPI_ISL_1190860		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk Mikrobiologi	https://www.gisaid.org
Sweden/21-50635/2021	EPI_ISL_1008479		The Public Health Agency of Sweden	Anna-Malin Linde et al	Dynamic Code AB	https://www.gisaid.org
Sweden/21-50647/2021	EPI_ISL_1008487		The Public Health Agency of Sweden	Anna-Malin Linde et al	Dynamic Code AB	https://www.gisaid.org
Sweden/21-50789/2021	EPI_ISL_1190862		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-50848/2021	EPI_ISL_1008566		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk Mikrobiologi	https://www.gisaid.org
Sweden/21-50893/2021	EPI_ISL_1190867		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk Mikrobiologi	https://www.gisaid.org
Sweden/21-50988/2021	EPI_ISL_1190869		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk mikrobiologi	https://www.gisaid.org
Sweden/21-51704/2021	EPI_ISL_1231963		The Public Health Agency of Sweden	Anna-Malin Linde et al	Klinisk Mikrobiologi	https://www.gisaid.org
Sweden/4008378364/2021	EPI_ISL_1364208		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/6A12925530099/2021	EPI_ISL_1418618		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/75656071Q1/2021	EPI_ISL_1417841		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/DC106869791/2021	EPI_ISL_1364211		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/DC106887191/2021	EPI_ISL_1364024		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/DC106896861/2021	EPI_ISL_1364002		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/DC106918291/2021	EPI_ISL_1364424		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/DC106964171/2021	EPI_ISL_1290169		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/DC106995221/2021	EPI_ISL_1363959		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/DC107018391/2021	EPI_ISL_1364293		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/RVFOI21-00026/2021	EPI_ISL_984720		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/RVFOI21-00027/2021	EPI_ISL_984971		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/RVFOI21-00032/2021	EPI_ISL_984724		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/RVFOI21-00037/2021	EPI_ISL_984728		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/RVFOI21-00038/2021	EPI_ISL_984729		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/RVFOI21-00072/2021	EPI_ISL_984964		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/RVFOI21-00073/2021	EPI_ISL_984977		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/RVFOI21-00104/2021	EPI_ISL_1303381		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/RVFOI21-00163/2021	EPI_ISL_985380		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/RVFOI21-00184/2021	EPI_ISL_1166555		CBRN Defence and Security, Swedish Defence Research Agency	Andreas Sjödin et al	Klinisk mikrobiologi, Region Västerbotten	https://www.gisaid.org
Sweden/SE00085956/2020	EPI_ISL_1290151		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00152963/2021	EPI_ISL_1192585		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00153908/2021	EPI_ISL_1192584		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00154105/2021	EPI_ISL_1192578		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00154678/2021	EPI_ISL_1192577		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00156496/2021	EPI_ISL_1192588		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00156575/2021	EPI_ISL_1192587		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00160581/2021	EPI_ISL_1192598		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00161026/2021	EPI_ISL_1192590		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00162067/2021	EPI_ISL_1192596		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00163081/2021	EPI_ISL_1192580		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00163462/2021	EPI_ISL_1192579		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00164201/2021	EPI_ISL_1191588		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00164264/2021	EPI_ISL_1192600		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00178026/2021	EPI_ISL_1290294		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00178986/2021	EPI_ISL_1290152		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00179102/2021	EPI_ISL_1290295		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00186031/2021	EPI_ISL_1290162		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00190587/2021	EPI_ISL_1198893		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00195170/2021	EPI_ISL_1198896		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00197720/2021	EPI_ISL_1199809		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00199474/2021	EPI_ISL_1199785		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00202407/2021	EPI_ISL_1290297		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00202597/2021	EPI_ISL_1198907		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00214775/2021	EPI_ISL_1199758		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00217904/2021	EPI_ISL_1198040		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00219090/2021	EPI_ISL_1198027		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00222292/2021	EPI_ISL_1198049		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00224253/2021	EPI_ISL_1198050		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Sweden/SE00225055/2021	EPI_ISL_1198120		The Public Health Agency of Sweden	Swedish national genomic surveillance program of SARS-CoV-2 et al	Swedish national genomic surveillance program of SARS-CoV-2	https://www.gisaid.org
Switzerland/AG-ETHZ-460359/2021	EPI_ISL_1129375		Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al	Viollier AG	https://www.gisaid.org
Switzerland/AG-ETHZ-470676/2021	EPI_ISL_1129398		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/AG-UHB-301231-0448/2020	EPI_ISL_896102		University Hospital Basel, Clinical Bacteriology	Tim Roloff et al	Kantonsspital Aarau, Institut für Labormedizin	https://www.gisaid.org
Switzerland/BE-416-1928/2021	EPI_ISL_860723		Institute for Infectious Diseases, University of Bern, Switzerland	Michel C Koch et al	Institute for Infectious Diseases, University of Bern, Switzerland	https://www.gisaid.org
Switzerland/BE-418-8489/2021	EPI_ISL_860725		Institute for Infectious Diseases, University of Bern, Switzerland	Michel C Koch et al	Institute for Infectious Diseases, University of Bern, Switzerland	https://www.gisaid.org
Switzerland/BE-618-1466/2021	EPI_ISL_913443		Institute for Infectious Diseases, University of Bern, Switzerland	Michel C Koch et al	Institute for Infectious Diseases, University of Bern, Switzerland	https://www.gisaid.org
Switzerland/BE-619-1467/2021	EPI_ISL_913444		Institute for Infectious Diseases, University of Bern, Switzerland	Michel C Koch et al	Institute for Infectious Diseases, University of Bern, Switzerland	https://www.gisaid.org
Switzerland/BE-ETHZ-430257/2020	EPI_ISL_1129539		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-430546/2020	EPI_ISL_1129663		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-430602/2020	EPI_ISL_1129668		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-430605/2020	EPI_ISL_1129598		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-431563/2020	EPI_ISL_1004712		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-440377/2021	EPI_ISL_1129666		Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-440616/2021	EPI_ISL_1129565		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-440724/2021	EPI_ISL_1129618		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-450790/2021	EPI_ISL_1129477		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-451416/2021	EPI_ISL_1129628		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-461482/2021	EPI_ISL_1129443		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-461576/2021	EPI_ISL_1129445		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-470893/2021	EPI_ISL_1129623		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-471464/2021	EPI_ISL_1129697		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-481505/2021	EPI_ISL_1129463		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-490099/2021	EPI_ISL_1129455		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-500060/2020	EPI_ISL_1119041		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-500085/2020	EPI_ISL_1119042		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-500089/2020	EPI_ISL_1119050		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-500102/2020	EPI_ISL_1119049		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-510091/2021	EPI_ISL_1259596		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-510094/2021	EPI_ISL_1259594		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-510095/2021	EPI_ISL_1259726		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-ETHZ-510121/2021	EPI_ISL_1194917		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BE-UZH-IMV142/2020	EPI_ISL_766588		Institute of Medical Virology, University of Zurich	Stefan Schmutz et al	Xundheitszentrum Wengen	https://www.gisaid.org
Switzerland/BL-ETHZ-450984/2021	EPI_ISL_1129825		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BL-ETHZ-461525/2021	EPI_ISL_1129770		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BL-ETHZ-471374/2021	EPI_ISL_1129814		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BL-ETHZ-480202/2021	EPI_ISL_1129965		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BL-ETHZ-480471/2021	EPI_ISL_1129914		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BL-ETHZ-480674/2021	EPI_ISL_1129960		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BL-ETHZ-490510/2021	EPI_ISL_1129990		Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al	Viollier AG	https://www.gisaid.org
Switzerland/BL-UHB-42668776/2021	EPI_ISL_1388351		University Hospital Basel, Clinical Bacteriology	Tim Roloff et al	Rothen Medizinische Laboratorien AG	https://www.gisaid.org
Switzerland/BL-UHB-42676256/2021	EPI_ISL_1388364		University Hospital Basel, Clinical Bacteriology	Tim Roloff et al	University Hospital Basel, Clinical Virology	https://www.gisaid.org
Switzerland/BL-UHB-42677503/2021	EPI_ISL_1388340		University Hospital Basel, Clinical Bacteriology	Tim Roloff et al	University Hospital Basel, Clinical Virology	https://www.gisaid.org
Switzerland/BS-ETHZ-430205/2020	EPI_ISL_1130005		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BS-ETHZ-430206/2020	EPI_ISL_1129996		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BS-ETHZ-480585/2021	EPI_ISL_1130054		Department of Biosystems Science and Engineering, ETH Zürich	Chaoran Chen et al	Viollier AG	https://www.gisaid.org
Switzerland/BS-ETHZ-481048/2021	EPI_ISL_1129998		Department of Biosystems Science and Engineering, ETH Zürich	Christian Beisel et al	Viollier AG	https://www.gisaid.org
